_id,subject,status
2A3604CDDF8241DC82059FFBC308E74F_D2628527_grade-k,South Dakota Fine Arts Standards: Music - Fine Arts (2015-2022) - Music: Grade K,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2678706_grade-05,South Dakota Social Studies Content Standards - Social Studies (2015-2023) - Grade 5,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2678706_grade-08,South Dakota Social Studies Content Standards - Social Studies (2015-2023) - Grade 8,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D100025D_grade-01,Science Curriculum Framework - Science (2005-2016) - Grade 1,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D100025D_grade-04,Science Curriculum Framework - Science (2005-2016) - Grade 4,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D100025D_grade-k,Science Curriculum Framework - Science (2005-2016) - Grade K,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D100025D_grade-07,Science Curriculum Framework - Science (2005-2016) - Grade 7,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2558938_grade-07,K-12 English Language Arts Curriculum Framework - English/Language Arts (2010-2015) - Grade 7,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2628523_grade-04,South Dakota Fine Arts Standards: Dance - Fine Arts (2015-2022) - Dance: Grade 4,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2628527_grade-02,South Dakota Fine Arts Standards: Music - Fine Arts (2015-2022) - Music: Grade 2,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2558938_grade-01,K-12 English Language Arts Curriculum Framework - English/Language Arts (2010-2015) - Grade 1,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2558938_grades-11-12,"K-12 English Language Arts Curriculum Framework - English/Language Arts (2010-2015) - Grades 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2558938_grades-09-10,"K-12 English Language Arts Curriculum Framework - English/Language Arts (2010-2015) - Grades 9, 10",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2558938_grade-03,K-12 English Language Arts Curriculum Framework - English/Language Arts (2010-2015) - Grade 3,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2558938_grade-08,K-12 English Language Arts Curriculum Framework - English/Language Arts (2010-2015) - Grade 8,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2603776_grade-01,South Dakota Standards and Grade-level Outcomes for K-12 Physical Education - Physical Education (2014-) - Grade 1,Published
2A3604CDDF8241DC82059FFBC308E74F_D2623265_grades-06-07-08,"South Dakota School Library Content Standards - Library (2011-) - Grades 6, 7, 8",Published
2A3604CDDF8241DC82059FFBC308E74F_D2628525_grade-05,South Dakota Fine Arts Standards: Theatre Arts - Fine Arts (2015-2022) - Theatre Arts: Grade 5,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2628526_grade-04,South Dakota Fine Arts Standards: Media Arts - Fine Arts (2015-2022) - Media Arts: Grade 4,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2628526_grade-k,South Dakota Fine Arts Standards: Media Arts - Fine Arts (2015-2022) - Media Arts: Grade K,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2628527_grade-03,South Dakota Fine Arts Standards: Music - Fine Arts (2015-2022) - Music: Grade 3,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2678706_grade-03,South Dakota Social Studies Content Standards - Social Studies (2015-2023) - Grade 3,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2440089_grade-02,"Common Core State Standards for English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects - Common Core English/Language Arts (2010-2018) - Grade 2",Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2440089_grade-05,"Common Core State Standards for English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects - Common Core English/Language Arts (2010-2018) - Grade 5",Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2678706_grade-04,South Dakota Social Studies Content Standards - Social Studies (2015-2023) - Grade 4,Deprecated
2A3604CDDF8241DC82059FFBC308E74F_D2678706_grades-09-10-11-12,"South Dakota Social Studies Content Standards - Social Studies (2015-2023) - Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2364081_grades-09-10-11-12,"Critical Reading English Language Arts Curriculum Framework - English/Language Arts (2010-2015) - Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560333_grades-09-10-11-12,"Debate I Curriculum Framework - English Language Arts (2012-2016) - Debate I: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2562366_grades-09-10-11-12,"Calculus Curriculum Framework - Mathematics (2012-2013) - Calculus (2012): Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2583676_grade-04,Physical Education and Health Curriculum Framework (K-8) - Health and Physical Education (2011-) - Grade 4,Published
2E9F2A0F3440479492D152F02F081AF1_D2560516_grade-01,K-8 Mathematics Curriculum Framework - Mathematics (2010-2016) - Grade 1,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2562397_grades-09-10-11-12,"Bridge to Algebra II Curriculum Framework - Mathematics (2012-2013) - Bridge to Algebra II: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2583676_grade-05,Physical Education and Health Curriculum Framework (K-8) - Health and Physical Education (2011-) - Grade 5,Published
2E9F2A0F3440479492D152F02F081AF1_D2613359_grades-09-10-11-12,Music Lab II Curriculum Framework - Fine Arts (2014-2020) - Music Lab II,Published
2E9F2A0F3440479492D152F02F081AF1_D2585253_grades-09-10-11-12,"Health and Wellness (9-12) - Health and Physical Education (2011-) - Health and Wellness: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2613611_grade-08,Theatre K-8 Curriculum Framework - Fine Arts (2014-2020) - Theatre: Grade 8,Published
2E9F2A0F3440479492D152F02F081AF1_D2610642_grade-06,Social Studies Curriculum Framework (Grades 5-6) - Social Studies (2014-2022) - Grade 6,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2614262_grade-04,Dance K-8 Curriculum Framework - Fine Arts (2014-2020) - Dance: Grade 4,Published
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-06,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 6,Published
2E9F2A0F3440479492D152F02F081AF1_D2612676_grades-05-06-07-08,"Beginning Orchestra III Curriculum Framework - Fine Arts (2014-2020) - Orchestra III: Grades 5, 6, 7, 8",Published
2E9F2A0F3440479492D152F02F081AF1_D2624436_grades-09-10,"Providing Real Opportunities for Vocational Education - CTE (2002-2018) - Providing Real Opportunities for Vocational Education: Grades 9, 10",Published
2E9F2A0F3440479492D152F02F081AF1_D2613615_grades-09-10-11-12,Theatre III Curriculum Framework - Fine Arts (2014-2020) - Theatre III,Published
2E9F2A0F3440479492D152F02F081AF1_D2613617_grades-09-10-11-12,"Stagecraft II Curriculum Framework - Fine Arts (2014-2020) - Stagecraft II: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2614262_grade-06,Dance K-8 Curriculum Framework - Fine Arts (2014-2020) - Dance: Grade 6,Published
2E9F2A0F3440479492D152F02F081AF1_D2614477_grades-09-10-11-12,"Dance I Curriculum Framework - Fine Arts (2014-2020) - Dance I: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2625987_grades-10-11-12,"Agricultural Marketing - CTE (2002-2018) - Agricultural Marketing: Grades 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2614671_grade-04,Visual Art K-8 Curriculum Framework - Fine Arts (2014-2020) - Visual Art: Grade 4,Published
2E9F2A0F3440479492D152F02F081AF1_D2614672_grades-09-10-11-12,Visual Art Appreciation Curriculum Framework - Fine Arts (2014-2020) - Visual Art Appreciation,Published
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-05,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 5,Published
2E9F2A0F3440479492D152F02F081AF1_D2625994_grades-10-11-12,"Environmental Resources: Soil and Water - CTE (2002-2018) - Environmental Resources: Soil and Water: Grades 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-09,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 9,Published
2E9F2A0F3440479492D152F02F081AF1_D2583676_grade-02,Physical Education and Health Curriculum Framework (K-8) - Health and Physical Education (2011-) - Grade 2,Published
2E9F2A0F3440479492D152F02F081AF1_D2561866_grades-09-10-11-12,"Advanced Topics and Modeling in Mathematics Curriculum Framework - Mathematics (2012-2013) - Advanced Topics and Modeling: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-12,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 12,Published
2E9F2A0F3440479492D152F02F081AF1_D2563152_grades-09-10-11-12,"Algebra A Curriculum Framework - Mathematics (2012-2013) - Algebra A: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560516_grade-k,K-8 Mathematics Curriculum Framework - Mathematics (2010-2016) - Grade K,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2624438_grades-10-11-12,"Agricultural Electricity - CTE (2002-2018) - Agricultural Electricity: Grades 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2560313_grades-09-10-11-12,"Creative Writing Curriculum Framework - English Language Arts (2012-2016) - Creative Writing: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2563806_grades-09-10-11-12,"Algebra II Curriculum Framework - Mathematics (2012-2013) - Algebra II: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560516_grade-07,K-8 Mathematics Curriculum Framework - Mathematics (2010-2016) - Grade 7,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560516_grade-06,K-8 Mathematics Curriculum Framework - Mathematics (2010-2016) - Grade 6,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2562151_grades-09-10-11-12,"Journalism IV Curriculum Framework - English Language Arts (2012-2016) - Journalism IV: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2610642_grade-05,Social Studies Curriculum Framework (Grades 5-6) - Social Studies (2014-2022) - Grade 5,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2562223_grades-09-10-11-12,"Oral Communication - One Semester - English Language Arts (2012-2016) - Oral Communication - One Semester: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2610740_grades-11-12,"African American History Curriculum Framework - Social Studies (2014-2022) - African American History: Grades 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2610742_grades-09-10-11-12,"Economics Curriculum Framework - Social Studies (2014-2022) - Economics: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2562089_grades-09-10-11-12,"Journalism II Curriculum Framework - English Language Arts (2012-2016) - Journalism II: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2564153_grades-09-10-11-12,"Algebra III Curriculum Framework - Mathematics (2012-2013) - Algebra III: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560381_grades-09-10-11-12,"Debate II Curriculum Framework - English Language Arts (2012-2016) - Debate II: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560409_grades-09-10-11-12,"Debate III Curriculum Framework - English Language Arts (2012-2016) - Debate III: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560516_grade-02,K-8 Mathematics Curriculum Framework - Mathematics (2010-2016) - Grade 2,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2583676_grade-01,Physical Education and Health Curriculum Framework (K-8) - Health and Physical Education (2011-) - Grade 1,Published
2E9F2A0F3440479492D152F02F081AF1_D2560516_grade-03,K-8 Mathematics Curriculum Framework - Mathematics (2010-2016) - Grade 3,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560476_grades-09-10-11-12,"Forensics I Curriculum Framework - Forensics I (2012) - Grades 9, 10, 11, 12",Archived
2E9F2A0F3440479492D152F02F081AF1_D2583676_grade-07,Physical Education and Health Curriculum Framework (K-8) - Health and Physical Education (2011-) - Grade 7,Published
2E9F2A0F3440479492D152F02F081AF1_D2560516_grade-05,K-8 Mathematics Curriculum Framework - Mathematics (2010-2016) - Grade 5,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2611307_grades-09-10-11-12,"Psychology Curriculum Framework - Social Studies (2014-2022) - Psychology: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2612139_grades-05-06-07-08,"Beginning Band IV Curriculum Framework - Fine Arts (2014-2020) - Band IV: Grades 5, 6, 7, 8",Published
2E9F2A0F3440479492D152F02F081AF1_D2610646_grades-09-10-11-12,"Arkansas History Curriculum Framework (Grades 9 -12) - Social Studies (2014-2022) - History: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560457_grades-09-10-11-12,"English Language Arts (ELA) Drama Curriculum Framework - English Language Arts (2012-2016) - ELA Drama: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560435_grades-09-10-11-12,"Dramatic Literature Curricular Framework - English Language Arts (2012-2016) - Dramatic Literature: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2562596_grades-09-10-11-12,"Geometry A Curriculum Framework - Mathematics (2012-2013) - Geometry A: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560516_grade-08,K-8 Mathematics Curriculum Framework - Mathematics (2010-2016) - Grade 8,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2563057_grades-09-10-11-12,"Geometry B Curriculum Framework - Mathematics (2012-2013) - Geometry B: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2561982_grades-09-10-11-12,"Forensics III Curriculum Framework - Forensics III (2012) - Grades 9, 10, 11, 12",Archived
2E9F2A0F3440479492D152F02F081AF1_D2563567_grades-09-10-11-12,"Algebra I Curriculum Framework - Mathematics (2012-2013) - Algebra I: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2563095_grades-09-10-11-12,"Geometry Curriculum Framework - Mathematics (2012-2013) - Geometry: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2610641_grade-02,Social Studies Curriculum Framework (Grades K-4) - Social Studies (2014-2022) - Grade 2,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2563517_grades-09-10-11-12,"Algebra B Curriculum Framework - Mathematics (2012-2013) - Algebra B: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2610641_grade-04,Social Studies Curriculum Framework (Grades K-4) - Social Studies (2014-2022) - Grade 4,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2611663_grade-06,General Music Curriculum Framework (K-8) - Fine Arts (2014-2020) - Music: Grade 6,Published
2E9F2A0F3440479492D152F02F081AF1_D2583676_grade-06,Physical Education and Health Curriculum Framework (K-8) - Health and Physical Education (2011-) - Grade 6,Published
2E9F2A0F3440479492D152F02F081AF1_D2611666_grades-09-10-11-12,"Band I Curriculum Framework - Fine Arts (2014-2020) - Band I: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2610641_grade-01,Social Studies Curriculum Framework (Grades K-4) - Social Studies (2014-2022) - Grade 1,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2610645_grades-07-08,"Arkansas History Curriculum Framework (Grades 7-8) - Social Studies (2014-2022) - History: Grades 7, 8",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2560516_grade-04,K-8 Mathematics Curriculum Framework - Mathematics (2010-2016) - Grade 4,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2583676_grade-08,Physical Education and Health Curriculum Framework (K-8) - Health and Physical Education (2011-) - Grade 8,Published
2E9F2A0F3440479492D152F02F081AF1_D2610741_grades-09-10-11-12,"Civics Curriculum Framework - Social Studies (2014-2022) - Civics: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2611663_grade-08,General Music Curriculum Framework (K-8) - Fine Arts (2014-2020) - Music: Grade 8,Published
2E9F2A0F3440479492D152F02F081AF1_D2611663_grade-k,General Music Curriculum Framework (K-8) - Fine Arts (2014-2020) - Music: Grade K,Published
2E9F2A0F3440479492D152F02F081AF1_D2611732_grades-09-10-11-12,"Art History (Baroque to Postmodern) Curriculum Framework - Fine Arts (2014-2020) - Art History (Baroque to Postmodern): Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2613192_grades-05-06-07-08,"Beginning Vocal Music III Curriculum Framework - Fine Arts (2014-2020) - Vocal Music III: Grades 5, 6, 7, 8",Published
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-08,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 8,Published
2E9F2A0F3440479492D152F02F081AF1_D2585316_grades-09-10-11-12,"Physical Education and Leisure (9-12) - Health and Physical Education (2011-) - Physical Education and Leisure: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2611308_grades-09-10-11-12,Sociology Curriculum Framework - Social Studies (2014-2022) - Sociology,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-11,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 11,Published
2E9F2A0F3440479492D152F02F081AF1_D2562184_grades-09-10-11-12,"Oral Communication - One Year 1 Credit - English Language Arts (2012-2016) - Oral Communication: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2628069_grades-09-10-11-12,"Turfgrass Management - CTE (2002-2018) - Turfgrass Management: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2562238_grades-09-10-11-12,"Pre-Calculus Curriculum Framework - Mathematics (2012-2013) - Pre-Calculus: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2585371_grades-09-10-11-12,"Recreational Sports and Activities (9-12) - Health and Physical Education (2011-) - Recreational Sports and Activities: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2562045_grades-09-10-11-12,"Journalism I Curriculum Framework - English Language Arts (2012-2016) - Journalism I: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2611663_grade-07,General Music Curriculum Framework (K-8) - Fine Arts (2014-2020) - Music: Grade 7,Published
2E9F2A0F3440479492D152F02F081AF1_D2610641_grade-03,Social Studies Curriculum Framework (Grades K-4) - Social Studies (2014-2022) - Grade 3,Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2561274_grades-09-10-11-12,"Forensics II Curriculum Framework - Forensics II (2012) - Grades 9, 10, 11, 12",Archived
2E9F2A0F3440479492D152F02F081AF1_D2611667_grades-09-10-11-12,"Introduction to Band Curriculum Framework - Fine Arts (2014-2020) - Band: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2611731_grades-09-10-11-12,"Art History (Prehistoric to Renaissance) Curriculum Framework - Fine Arts (2014-2020) - Art History (Prehistoric to Renaissance): Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2561802_grades-09-10-11-12,"Mathematical Applications and Algorithms Curriculum Framework - Mathematics (2012-2013) - Math Applications and Algorithms: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2612137_grades-05-06-07-08,"Beginning Band II Curriculum Framework - Fine Arts (2014-2020) - Band II: Grades 5, 6, 7, 8",Published
2E9F2A0F3440479492D152F02F081AF1_D2610640_grades-09-10-11-12,"Computer Science and Mathematics Curriculum Framework - Computer Science (2016-2020) - Computer Science and Math: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2562325_grades-09-10-11-12,"Linear Systems and Statistics Curriculum Framework - Mathematics (2012-2013) - Linear Systems and Statistics: Grades 9, 10, 11, 12",Deprecated
2E9F2A0F3440479492D152F02F081AF1_D2612357_grades-09-10-11-12,"Band II Curriculum Framework - Fine Arts (2014-2020) - Band II: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2583676_grade-k,Physical Education and Health Curriculum Framework (K-8) - Health and Physical Education (2011-) - Grade K,Published
2E9F2A0F3440479492D152F02F081AF1_D2611663_grade-01,General Music Curriculum Framework (K-8) - Fine Arts (2014-2020) - Music: Grade 1,Published
2E9F2A0F3440479492D152F02F081AF1_D2614262_grade-03,Dance K-8 Curriculum Framework - Fine Arts (2014-2020) - Dance: Grade 3,Published
2E9F2A0F3440479492D152F02F081AF1_D2612495_grades-09-10-11-12,"Jazz Band IV Curriculum Framework - Fine Arts (2014-2020) - Jazz Band IV: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2612675_grades-05-06-07-08,"Beginning Orchestra II Curriculum Framework - Fine Arts (2014-2020) - Orchestra II: Grades 5, 6, 7, 8",Published
2E9F2A0F3440479492D152F02F081AF1_D2611663_grade-03,General Music Curriculum Framework (K-8) - Fine Arts (2014-2020) - Music: Grade 3,Published
2E9F2A0F3440479492D152F02F081AF1_D2614262_grade-05,Dance K-8 Curriculum Framework - Fine Arts (2014-2020) - Dance: Grade 5,Published
2E9F2A0F3440479492D152F02F081AF1_D2612858_grades-09-10-11-12,"Orchestra I Curriculum Framework - Fine Arts (2014-2020) - Orchestra I: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2613358_grades-09-10-11-12,Music Lab I Curriculum Framework - Fine Arts (2014-2020) - Music Lab I,Published
2E9F2A0F3440479492D152F02F081AF1_D2614480_grades-09-10-11-12,"Dance IV Curriculum Framework - Fine Arts (2014-2020) - Dance IV: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2612859_grades-09-10-11-12,"Orchestra II Curriculum Framework - Fine Arts (2014-2020) - Orchestra II: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2613611_grade-k,Theatre K-8 Curriculum Framework - Fine Arts (2014-2020) - Theatre: Grade K,Published
2E9F2A0F3440479492D152F02F081AF1_D2614262_grade-08,Dance K-8 Curriculum Framework - Fine Arts (2014-2020) - Dance: Grade 8,Published
2E9F2A0F3440479492D152F02F081AF1_D2614671_grade-02,Visual Art K-8 Curriculum Framework - Fine Arts (2014-2020) - Visual Art: Grade 2,Published
2E9F2A0F3440479492D152F02F081AF1_D2614262_grade-02,Dance K-8 Curriculum Framework - Fine Arts (2014-2020) - Dance: Grade 2,Published
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-k,Library Media Curriculum Framework - Library Media (2014-2019) - Grade K,Published
2E9F2A0F3440479492D152F02F081AF1_D2614998_grades-10-11-12,"Studio Art 2-D Curriculum Framework - Fine Arts (2014-2020) - Studio Art 2-D: Grades 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2614674_grades-09-10-11-12,Visual Art II Curriculum Framework - Fine Arts (2014-2020) - Visual Art II,Published
2E9F2A0F3440479492D152F02F081AF1_D2624435_grades-11-12,"Jobs for Arkansas' Graduates - CTE (2002-2018) - Jobs for Arkansas' Graduates: Grades 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-01,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 1,Published
2E9F2A0F3440479492D152F02F081AF1_D2625995_grades-10-11-12,"Floriculture - CTE (2002-2018) - Floriculture: Grades 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-02,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 2,Published
2E9F2A0F3440479492D152F02F081AF1_D2625993_grades-10-11-12,"Biological Plant Science - CTE (2002-2018) - Biological Plant Science: Grades 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2612492_grades-09-10-11-12,"Jazz Band I Curriculum Framework - Fine Arts (2014-2020) - Jazz Band I: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2613053_grades-09-10-11-12,"Vocal Music IV Curriculum Framework - Fine Arts (2014-2020) - Vocal Music IV: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2612493_grades-09-10-11-12,"Jazz Band II Curriculum Framework - Fine Arts (2014-2020) - Jazz Band II: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2613611_grade-03,Theatre K-8 Curriculum Framework - Fine Arts (2014-2020) - Theatre: Grade 3,Published
2E9F2A0F3440479492D152F02F081AF1_D2614673_grades-09-10-11-12,Visual Art I Curriculum Framework - Fine Arts (2014-2020) - Visual Art I,Published
2E9F2A0F3440479492D152F02F081AF1_D2613611_grade-07,Theatre K-8 Curriculum Framework - Fine Arts (2014-2020) - Theatre: Grade 7,Published
2E9F2A0F3440479492D152F02F081AF1_D2625989_grades-10-11-12,"Agricultural Metals - CTE (2002-2018) - Agricultural Metals: Grades 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-04,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 4,Published
2E9F2A0F3440479492D152F02F081AF1_D2612138_grades-05-06-07-08,"Beginning Band III Curriculum Framework - Fine Arts (2014-2020) - Band III: Grades 5, 6, 7, 8",Published
2E9F2A0F3440479492D152F02F081AF1_D2621828_grade-10,Library Media Curriculum Framework - Library Media (2014-2019) - Grade 10,Published
2E9F2A0F3440479492D152F02F081AF1_D2612860_grades-09-10-11-12,"Orchestra III Curriculum Framework - Fine Arts (2014-2020) - Orchestra III: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2625990_grades-10-11-12,"Agricultural Power Systems - CTE (2002-2018) - Agricultural Power Systems: Grades 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2613050_grades-09-10-11-12,"Vocal Music I Curriculum Framework - Fine Arts (2014-2020) - Vocal Music I: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2611664_grades-09-10-11-12,Music Appreciation Curriculum Framework - Fine Arts (2014-2020) - Music Appreciation,Published
2E9F2A0F3440479492D152F02F081AF1_D2613611_grade-01,Theatre K-8 Curriculum Framework - Fine Arts (2014-2020) - Theatre: Grade 1,Published
2E9F2A0F3440479492D152F02F081AF1_D2611665_grades-05-06-07-08,"Beginning Band I Curriculum Framework - Fine Arts (2014-2020) - Band I: Grades 5, 6, 7, 8",Published
2E9F2A0F3440479492D152F02F081AF1_D2613618_grades-09-10-11-12,"Stagecraft III Curriculum Framework - Fine Arts (2014-2020) - Stagecraft III: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2613360_grades-09-10-11-12,Music Lab III Curriculum Framework - Fine Arts (2014-2020) - Music Lab III,Published
2E9F2A0F3440479492D152F02F081AF1_D2613611_grade-05,Theatre K-8 Curriculum Framework - Fine Arts (2014-2020) - Theatre: Grade 5,Published
2E9F2A0F3440479492D152F02F081AF1_D2614476_grades-09-10-11-12,"Dance Appreciation Curriculum Framework - Fine Arts (2014-2020) - Dance Appreciation: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2614479_grades-09-10-11-12,"Dance III Curriculum Framework - Fine Arts (2014-2020) - Dance III: Grades 9, 10, 11, 12",Published
2E9F2A0F3440479492D152F02F081AF1_D2614262_grade-07,Dance K-8 Curriculum Framework - Fine Arts (2014-2020) - Dance: Grade 7,Published
